brightness,contrast,noiseLevel,sharpness,aspectRatio,medianBlurKernel,convScaleContrast,convScaleBrightness,adThresBlock,cannyThreshold1,cannyThreshold2
231.09177,62.973484,231.1031,337.61932,0.9859649,0,0,0,0,0,0
